s,a,r,sp,episode_index
48769,7,-225,48785,174
48785,7,-225,48302,174
48302,7,-225,47818,174
47818,7,-225,47333,174
47333,7,-225,46849,174
46849,7,-225,45863,174
45863,7,-225,45378,174
45378,7,-225,44891,174
44891,7,-225,44405,174
44405,7,-225,43918,174
43918,7,-225,43931,174
43931,7,-225,43444,174
43444,7,-225,43457,174
43457,7,99775,43470,174
25343,1,-225,24223,175
24223,1,-225,23722,175
23722,1,-225,23221,175
23221,1,-225,23220,175
23220,1,-225,22718,175
22718,1,-225,22216,175
22216,1,-225,21714,175
21714,1,-225,21211,175
21211,1,-225,20708,175
20708,1,-225,20705,175
20705,1,-225,20202,175
20202,1,-225,19698,175
19698,1,-225,19694,175
19694,1,-225,19691,175
19691,1,-225,19187,175
19187,1,-225,19182,175
19182,1,-225,19178,175
19178,1,-225,19174,175
19174,1,-225,19170,175
19170,1,-225,19166,175
19166,1,-225,19162,175
19162,1,-225,19158,175
19158,1,-225,19654,175
19654,1,-225,19651,175
19651,1,-225,20147,175
20147,1,-225,20144,175
20144,1,-225,20641,175
20641,1,-225,20638,175
20638,1,-225,21135,175
21135,1,-225,21633,175
21633,1,-225,21630,175
21630,1,-225,22128,175
22128,1,-225,22627,175
22627,1,-225,23126,175
23126,1,-225,23625,175
23625,1,-225,24124,175
24124,1,-225,24123,175
24123,1,-225,24623,175
24623,1,-225,25124,175
25124,7,-225,26125,175
26125,7,-225,27126,175
27126,7,-225,28129,175
28129,7,-225,29132,175
29132,7,-225,30136,175
30136,7,-225,31140,175
31140,7,-225,32145,175
32145,7,-225,33151,175
33151,7,-225,34158,175
34158,7,-225,34665,175
34665,7,-225,35672,175
35672,7,-225,36180,175
36180,7,-225,36689,175
36689,7,-225,37197,175
37197,7,-225,37706,175
37706,7,-225,38215,175
38215,7,-225,38225,175
38225,7,-225,38234,175
38234,7,-225,38243,175
38243,7,-225,38253,175
38253,7,-225,38262,175
38262,7,-225,37771,175
37771,7,-225,37280,175
37280,7,-225,37288,175
37288,7,-225,36796,175
36796,7,-225,36304,175
36304,7,-225,35812,175
35812,7,-225,35319,175
35319,7,-225,34326,175
34326,7,-225,33832,175
33832,7,-225,33338,175
33338,7,-225,32843,175
32843,7,-225,31848,175
31848,7,-225,31352,175
31352,7,-225,30856,175
30856,7,-225,30360,175
30360,7,-225,29863,175
29863,7,-225,28866,175
28866,7,-225,28368,175
28368,7,-225,27870,175
27870,7,-225,27372,175
27372,7,-225,26873,175
26873,7,-225,26373,175
26373,7,-225,25374,175
25374,7,-225,24874,175
24874,1,-225,23873,175
23873,1,-225,22871,175
22871,1,-225,21368,175
21368,1,-225,20365,175
20365,1,-225,18861,175
18861,1,-225,17856,175
17856,1,-225,16350,175
16350,1,-225,15343,175
15343,1,-225,13835,175
13835,1,-225,12826,175
12826,1,-225,11817,175
11817,1,-225,10306,175
10306,1,-225,9295,175
9295,1,-225,8283,175
8283,1,-225,6770,175
6770,1,-225,6257,175
6257,1,-225,5243,175
5243,1,-225,4729,175
4729,1,-225,3714,175
3714,1,-225,3699,175
3699,1,-225,3183,175
3183,1,-225,3168,175
3168,1,-225,3153,175
3153,1,-225,3138,175
3138,1,-225,3623,175
3623,1,-225,4108,175
4108,1,-225,4594,175
4594,1,-225,5080,175
5080,1,-225,5567,175
5567,1,-225,6554,175
6554,1,-225,7041,175
7041,1,-225,7529,175
7529,1,-225,8017,175
8017,1,-225,8506,175
8506,1,-225,25001,175
25001,1,-225,25001,175
25001,7,-225,26002,175
26002,7,-225,27003,175
27003,7,-225,28006,175
28006,7,-225,29009,175
29009,7,-225,30013,175
30013,7,-225,31017,175
31017,7,-225,32523,175
32523,7,-225,33529,175
33529,7,-225,34536,175
34536,7,-225,36044,175
36044,7,-225,37052,175
37052,7,-225,38062,175
38062,7,-225,39572,175
39572,7,-225,40583,175
40583,7,-225,42095,175
42095,7,-225,43108,175
43108,7,-225,44622,175
44622,7,-225,45637,175
45637,7,-225,46652,175
46652,7,-225,47168,175
47168,7,-225,48184,175
48184,7,-225,48701,175
48701,7,-225,48718,175
48718,7,-225,49235,175
49235,7,-225,49252,175
49252,7,-225,48769,175
48769,7,-225,48785,175
48785,7,-225,48302,175
48302,7,-225,47818,175
47818,7,-225,47333,175
47333,7,-225,46849,175
46849,7,-225,45863,175
45863,7,-225,45378,175
45378,7,-225,44891,175
44891,7,-225,44405,175
44405,7,-225,43918,175
43918,7,-225,43931,175
43931,7,-225,43444,175
43444,7,-225,43457,175
43457,7,99775,43470,175
25343,1,-225,24223,176
24223,1,-225,23722,176
23722,1,-225,23221,176
23221,1,-225,23220,176
23220,1,-225,22718,176
22718,1,-225,22216,176
22216,1,-225,21714,176
21714,1,-225,21211,176
21211,1,-225,20708,176
20708,1,-225,20705,176
20705,1,-225,20202,176
20202,1,-225,19698,176
19698,1,-225,19694,176
19694,1,-225,19691,176
19691,1,-225,19187,176
19187,1,-225,19182,176
19182,1,-225,19178,176
19178,1,-225,19174,176
19174,1,-225,19170,176
19170,1,-225,19166,176
19166,1,-225,19162,176
19162,1,-225,19158,176
19158,1,-225,19654,176
19654,1,-225,19651,176
19651,1,-225,20147,176
20147,1,-225,20144,176
20144,1,-225,20641,176
20641,1,-225,20638,176
20638,1,-225,21135,176
21135,1,-225,21633,176
21633,1,-225,21630,176
21630,1,-225,22128,176
22128,1,-225,22627,176
22627,1,-225,23126,176
23126,1,-225,23625,176
23625,1,-225,24124,176
24124,1,-225,24123,176
24123,1,-225,24623,176
24623,1,-225,25124,176
25124,7,-225,26125,176
26125,7,-225,27126,176
27126,7,-225,28129,176
28129,7,-225,29132,176
29132,7,-225,30136,176
30136,7,-225,31140,176
31140,7,-225,32145,176
32145,7,-225,33151,176
33151,7,-225,34158,176
34158,7,-225,34665,176
34665,7,-225,35672,176
35672,7,-225,36180,176
36180,7,-225,36689,176
36689,7,-225,37197,176
37197,7,-225,37706,176
37706,7,-225,38215,176
38215,7,-225,38225,176
38225,7,-225,38234,176
38234,7,-225,38243,176
38243,7,-225,38253,176
38253,7,-225,38262,176
38262,7,-225,37771,176
37771,7,-225,37280,176
37280,7,-225,37288,176
37288,7,-225,36796,176
36796,7,-225,36304,176
36304,7,-225,35812,176
35812,7,-225,35319,176
35319,7,-225,34326,176
34326,7,-225,33832,176
33832,7,-225,33338,176
33338,7,-225,32843,176
32843,7,-225,31848,176
31848,7,-225,31352,176
31352,7,-225,30856,176
30856,7,-225,30360,176
30360,7,-225,29863,176
29863,7,-225,28866,176
28866,7,-225,28368,176
28368,7,-225,27870,176
27870,7,-225,27372,176
27372,7,-225,26873,176
26873,7,-225,26374,176
26374,7,-225,25374,176
25374,7,-225,24874,176
24874,1,-225,23873,176
23873,1,-225,22871,176
22871,1,-225,21368,176
21368,1,-225,20365,176
20365,1,-225,18861,176
18861,1,-225,17856,176
17856,1,-225,16350,176
16350,1,-225,15343,176
15343,1,-225,13835,176
13835,1,-225,12826,176
12826,1,-225,11817,176
11817,1,-225,10306,176
10306,1,-225,9295,176
9295,1,-225,8283,176
8283,1,-225,6771,176
6771,1,-225,6257,176
6257,1,-225,5243,176
5243,1,-225,4729,176
4729,1,-225,3714,176
3714,1,-225,3699,176
3699,1,-225,3183,176
3183,1,-225,3168,176
3168,1,-225,3153,176
3153,1,-225,3138,176
3138,1,-225,3623,176
3623,1,-225,4108,176
4108,1,-225,4594,176
4594,1,-225,5080,176
5080,1,-225,5567,176
5567,1,-225,6554,176
6554,1,-225,7041,176
7041,1,-225,7529,176
7529,1,-225,8017,176
8017,1,-225,8506,176
8506,1,-225,25001,176
25001,1,-225,25001,176
25001,7,-225,26002,176
26002,7,-225,27003,176
27003,7,-225,28006,176
28006,7,-225,29009,176
29009,7,-225,30013,176
30013,7,-225,31017,176
31017,7,-225,32523,176
32523,7,-225,33529,176
33529,7,-225,34536,176
34536,7,-225,36044,176
36044,7,-225,37052,176
37052,7,-225,38062,176
38062,7,-225,39572,176
39572,7,-225,40583,176
40583,7,-225,42095,176
42095,7,-225,43108,176
43108,7,-225,44622,176
44622,7,-225,45637,176
45637,7,-225,46652,176
46652,7,-225,47168,176
47168,7,-225,48184,176
48184,7,-225,48701,176
48701,7,-225,48718,176
48718,7,-225,49235,176
49235,7,-225,49252,176
49252,7,-225,48769,176
48769,7,-225,48785,176
48785,7,-225,48302,176
48302,7,-225,47818,176
47818,7,-225,47333,176
47333,7,-225,46849,176
46849,7,-225,45863,176
45863,7,-225,45378,176
45378,7,-225,44891,176
44891,7,-225,44405,176
44405,7,-225,43918,176
43918,7,-225,43931,176
43931,7,-225,43444,176
43444,7,-225,43457,176
43457,7,99775,43470,176
25343,3,-25,24695,177
24695,2,-100,24695,177
24695,2,-100,24695,177
24695,5,-25,24695,177
24695,5,-25,25195,177
25195,3,-25,25195,177
25195,5,-25,25195,177
25195,3,-25,25195,177
25195,4,0,25195,177
25195,3,-25,25196,177
25196,3,-25,25196,177
25196,5,-25,25196,177
25196,3,-25,25196,177
25196,4,0,25197,177
25197,4,0,25697,177
25697,6,-100,25698,177
25698,3,-25,25698,177
25698,6,-100,26199,177
26199,5,-25,26200,177
26200,6,-100,26702,177
26702,3,-25,26703,177
26703,3,-25,26704,177
26704,4,0,26705,177
26705,6,-100,26706,177
26706,4,0,26708,177
26708,6,-100,27209,177
27209,4,0,27211,177
27211,4,0,27212,177
27212,3,-25,26713,177
26713,5,-25,26715,177
26715,4,0,26716,177
26716,6,-100,26717,177
26717,6,-100,27219,177
27219,6,-100,27221,177
27221,3,-25,26722,177
26722,5,-25,26723,177
26723,6,-100,27225,177
27225,4,0,26726,177
26726,6,-100,26728,177
26728,3,-25,26729,177
26729,4,0,26230,177
26230,4,0,26230,177
26230,4,0,25731,177
25731,4,0,25731,177
25731,4,0,25231,177
25231,6,-100,25232,177
25232,4,0,24732,177
24732,5,-25,24731,177
24731,5,-25,24731,177
24731,2,-100,24231,177
24231,5,-25,24230,177
24230,2,-100,23229,177
23229,4,0,23228,177
23228,2,-100,22726,177
22726,5,-25,22724,177
22724,2,-100,22222,177
22222,2,-100,21720,177
21720,2,-100,21217,177
21217,4,0,20714,177
20714,4,0,20711,177
20711,5,-25,20708,177
20708,2,-100,20705,177
20705,4,0,20702,177
20702,2,-100,20199,177
20199,5,-25,20696,177
20696,5,-25,20693,177
20693,2,-100,20690,177
20690,3,-25,20687,177
20687,2,-100,20684,177
20684,4,0,20681,177
20681,3,-25,20678,177
20678,5,-25,21175,177
21175,5,-25,21673,177
21673,4,0,22171,177
22171,4,0,22169,177
22169,4,0,22667,177
22667,3,-25,23166,177
23166,5,-25,23665,177
23665,4,0,23664,177
23664,4,0,24164,177
24164,3,-25,24663,177
24663,2,-100,24663,177
24663,5,-25,25164,177
25164,6,-100,26164,177
26164,6,-100,26666,177
26666,3,-25,27167,177
27167,5,-25,27669,177
27669,3,-25,27671,177
27671,5,-25,28173,177
28173,4,0,28676,177
28676,5,-25,29179,177
29179,4,0,29182,177
29182,3,-25,29185,177
29185,4,0,29688,177
29688,3,-25,29692,177
29692,6,-100,30195,177
30195,6,-100,30699,177
30699,5,-25,30703,177
30703,5,-25,30708,177
30708,6,-100,31212,177
31212,3,-25,31216,177
31216,4,0,30720,177
30720,6,-100,31225,177
31225,4,0,30729,177
30729,3,-25,30233,177
30233,4,0,30236,177
30236,6,-100,30240,177
30240,5,-25,29743,177
29743,3,-25,29246,177
29246,4,0,28749,177
28749,5,-25,28752,177
28752,5,-25,28254,177
28254,3,-25,27756,177
27756,6,-100,27258,177
27258,4,0,26759,177
26759,5,-25,26760,177
26760,5,-25,26261,177
26261,4,0,25761,177
25761,3,-25,24761,177
24761,2,-100,24260,177
24260,3,-25,23259,177
23259,2,-100,22257,177
22257,5,-25,22255,177
22255,5,-25,21753,177
21753,4,0,21250,177
21250,4,0,20747,177
20747,4,0,20244,177
20244,3,-25,19740,177
19740,3,-25,19236,177
19236,3,-25,18732,177
18732,3,-25,18227,177
18227,4,0,18222,177
18222,3,-25,17717,177
17717,4,0,17712,177
17712,4,0,17707,177
17707,5,-25,17702,177
17702,4,0,17697,177
17697,4,0,17692,177
17692,5,-25,18187,177
18187,4,0,18182,177
18182,2,-100,18177,177
18177,5,-25,18673,177
18673,3,-25,18668,177
18668,5,-25,19164,177
19164,5,-25,19661,177
19661,3,-25,20157,177
20157,4,0,20654,177
20654,2,-100,20652,177
20652,4,0,21149,177
21149,3,-25,21647,177
21647,4,0,22145,177
22145,3,-25,22643,177
22643,5,-25,23642,177
23642,3,-25,24142,177
24142,2,-100,24141,177
24141,5,-25,25141,177
25141,3,-25,25642,177
25642,6,-100,26643,177
26643,5,-25,27145,177
27145,6,-100,28147,177
28147,3,-25,28649,177
28649,6,-100,29152,177
29152,5,-25,30156,177
30156,4,0,30660,177
30660,5,-25,31164,177
31164,5,-25,31669,177
31669,4,0,32174,177
32174,6,-100,32680,177
32680,4,0,33186,177
33186,4,0,33191,177
33191,6,-100,33698,177
33698,5,-25,33704,177
33704,4,0,33710,177
33710,6,-100,34217,177
34217,6,-100,34223,177
34223,4,0,34230,177
34230,4,0,33736,177
33736,6,-100,33742,177
33742,6,-100,33749,177
33749,6,-100,33755,177
33755,5,-25,33261,177
33261,4,0,32766,177
32766,6,-100,32772,177
32772,6,-100,32277,177
32277,3,-25,31281,177
31281,6,-100,30785,177
30785,5,-25,30289,177
30289,4,0,29792,177
29792,6,-100,29295,177
29295,4,0,28298,177
28298,3,-25,27299,177
27299,3,-25,26300,177
26300,5,-25,25801,177
25801,5,-25,25301,177
25301,3,-25,24300,177
24300,2,-100,22799,177
22799,5,-25,22297,177
22297,2,-100,21294,177
21294,2,-100,20290,177
20290,2,-100,18786,177
18786,4,0,18281,177
18281,5,-25,17776,177
17776,3,-25,16770,177
16770,2,-100,15764,177
15764,2,-100,14757,177
14757,3,-25,14249,177
14249,2,-100,13741,177
13741,4,0,13233,177
13233,4,0,12724,177
12724,4,0,12716,177
12716,2,-100,12207,177
12207,2,-100,11697,177
11697,2,-100,11688,177
11688,3,-25,11679,177
11679,4,0,11669,177
11669,3,-25,12160,177
12160,3,-25,12152,177
12152,3,-25,12643,177
12643,4,0,13135,177
13135,3,-25,13627,177
13627,3,-25,14620,177
14620,2,-100,15113,177
15113,5,-25,15606,177
15606,2,-100,16100,177
16100,2,-100,17095,177
17095,2,-100,17590,177
17590,2,-100,18085,177
18085,3,-25,18581,177
18581,2,-100,19577,177
19577,3,-25,20073,177
20073,3,-25,21071,177
21071,4,0,22069,177
22069,5,-25,23067,177
23067,2,-100,23567,177
23567,4,0,24566,177
24566,2,-100,25067,177
25067,5,-25,26068,177
26068,3,-25,27069,177
27069,6,-100,28072,177
28072,5,-25,29575,177
29575,6,-100,30579,177
30579,4,0,31584,177
31584,4,0,32589,177
32589,5,-25,33595,177
33595,5,-25,34602,177
34602,6,-100,35610,177
35610,4,0,36618,177
36618,6,-100,37627,177
37627,3,-25,38136,177
38136,3,-25,38646,177
38646,3,-25,39156,177
39156,4,0,39667,177
39667,3,-25,40177,177
40177,3,-25,40188,177
40188,3,-25,40199,177
40199,5,-25,40209,177
40209,4,0,40220,177
40220,3,-25,40231,177
40231,6,-100,40242,177
40242,5,-25,39752,177
39752,3,-25,39262,177
39262,6,-100,38772,177
38772,5,-25,38281,177
38281,4,0,37790,177
37790,5,-25,37299,177
37299,5,-25,36307,177
36307,3,-25,35314,177
35314,3,-25,34321,177
34321,4,0,33827,177
33827,4,0,32832,177
32832,4,0,31837,177
31837,4,0,30841,177
30841,6,-100,30345,177
30345,5,-25,29348,177
29348,3,-25,28350,177
28350,3,-25,27352,177
27352,6,-100,26853,177
26853,6,-100,25853,177
25853,3,-25,24853,177
24853,2,-100,23852,177
23852,5,-25,22851,177
22851,3,-25,21849,177
21849,2,-100,20845,177
20845,5,-25,19842,177
19842,3,-25,18837,177
18837,3,-25,17832,177
17832,2,-100,16326,177
16326,5,-25,15819,177
15819,3,-25,14812,177
14812,4,0,13804,177
13804,4,0,12795,177
12795,3,-25,11786,177
11786,4,0,11276,177
11276,2,-100,10266,177
10266,2,-100,9255,177
9255,5,-25,8743,177
8743,4,0,8231,177
8231,4,0,8220,177
8220,5,-25,8208,177
8208,2,-100,7696,177
7696,2,-100,7683,177
7683,5,-25,8171,177
8171,3,-25,8160,177
8160,4,0,8648,177
8648,5,-25,9137,177
9137,4,0,10126,177
10126,5,-25,10617,177
10617,5,-25,11607,177
11607,3,-25,12599,177
12599,3,-25,13090,177
13090,2,-100,13582,177
13582,2,-100,14075,177
14075,2,-100,15068,177
15068,3,-25,15561,177
15561,3,-25,16556,177
16556,3,-25,17050,177
17050,2,-100,18045,177
18045,5,-25,19041,177
19041,3,-25,19537,177
19537,3,-25,20534,177
20534,3,-25,21032,177
21032,4,0,22030,177
22030,4,0,22528,177
22528,3,-25,23527,177
23527,3,-25,24027,177
24027,5,-25,25027,177
25027,3,-25,25528,177
25528,6,-100,27029,177
27029,4,0,27531,177
27531,6,-100,29034,177
29034,3,-25,29538,177
29538,6,-100,31042,177
31042,5,-25,32047,177
32047,3,-25,32552,177
32552,5,-25,33559,177
33559,6,-100,35066,177
35066,5,-25,36074,177
36074,4,0,37083,177
37083,5,-25,38092,177
38092,6,-100,39102,177
39102,4,0,40113,177
40113,6,-100,41124,177
41124,5,-25,42137,177
42137,6,-100,43150,177
43150,6,-100,44163,177
44163,3,-25,44177,177
44177,6,-100,45191,177
45191,3,-25,45205,177
45205,3,-25,44719,177
44719,5,-25,44733,177
44733,6,-100,44747,177
44747,6,-100,44761,177
44761,4,0,44275,177
44275,6,-100,43788,177
43788,5,-25,43301,177
43301,6,-100,42813,177
42813,6,-100,42325,177
42325,4,0,41337,177
41337,5,-25,40348,177
40348,4,0,39858,177
39858,5,-25,38868,177
38868,5,-25,38377,177
38377,6,-100,37386,177
37386,5,-25,36894,177
36894,5,-25,36402,177
36402,3,-25,35409,177
35409,5,-25,34916,177
34916,4,0,34423,177
34423,5,-25,33929,177
33929,5,-25,33435,177
33435,5,-25,33440,177
33440,5,-25,32946,177
32946,3,-25,32451,177
32451,5,-25,32456,177
32456,6,-100,32461,177
32461,3,-25,31966,177
31966,4,100000,31971,177
25343,1,-225,24701,178
24701,4,0,24701,178
24701,2,-100,24700,178
24700,6,-100,24700,178
24700,2,-100,24700,178
24700,4,0,24700,178
24700,7,-225,25200,178
25200,2,-100,24700,178
24700,5,-25,24700,178
24700,1,-225,24699,178
24699,4,0,24699,178
24699,2,-100,24699,178
24699,3,-25,24198,178
24198,4,0,24698,178
24698,6,-100,24698,178
24698,2,-100,24698,178
24698,2,-100,24197,178
24197,2,-100,24197,178
24197,5,-25,24196,178
24196,1,-225,24196,178
24196,3,-25,24195,178
24195,6,-100,24695,178
24695,7,-225,24695,178
24695,5,-25,25195,178
25195,1,-225,25195,178
25195,7,-225,25195,178
25195,5,-25,25696,178
25696,5,-25,25697,178
25697,6,-100,26197,178
26197,6,-100,26699,178
26699,4,0,26700,178
26700,1,-225,26701,178
26701,6,-100,26702,178
26702,5,-25,27204,178
27204,6,-100,27206,178
27206,5,-25,27707,178
27707,2,-100,27209,178
27209,1,-225,26710,178
26710,6,-100,27212,178
27212,7,-225,27213,178
27213,6,-100,27715,178
27715,7,-225,27717,178
27717,1,-225,27219,178
27219,1,-225,26720,178
26720,7,-225,27221,178
27221,2,-100,26722,178
26722,5,-25,26224,178
26224,4,0,26224,178
26224,7,-225,26225,178
26225,5,-25,26226,178
26226,6,-100,26227,178
26227,7,-225,26228,178
26228,3,-25,26229,178
26229,2,-100,25730,178
25730,5,-25,25230,178
25230,2,-100,24730,178
24730,7,-225,24730,178
24730,3,-25,24229,178
24229,5,-25,24229,178
24229,4,0,24228,178
24228,2,-100,23727,178
23727,2,-100,23226,178
23226,7,-225,23224,178
23224,1,-225,22723,178
22723,5,-25,22721,178
22721,5,-25,22719,178
22719,6,-100,22718,178
22718,7,-225,22716,178
22716,4,0,22715,178
22715,4,0,22713,178
22713,2,-100,22211,178
22211,7,-225,22209,178
22209,4,0,22207,178
22207,6,-100,22706,178
22706,5,-25,22704,178
22704,1,-225,22703,178
22703,2,-100,22201,178
22201,3,-25,22199,178
22199,2,-100,21697,178
21697,1,-225,21694,178
21694,1,-225,21692,178
21692,1,-225,21189,178
21189,3,-25,21187,178
21187,7,-225,21684,178
21684,1,-225,21682,178
21682,7,-225,22180,178
22180,4,0,22678,178
22678,7,-225,23177,178
23177,6,-100,23676,178
23676,6,-100,24176,178
24176,3,-25,24175,178
24175,1,-225,24175,178
24175,3,-25,24675,178
24675,2,-100,24675,178
24675,5,-25,25175,178
25175,7,-225,25675,178
25675,5,-25,26176,178
26176,6,-100,26677,178
26677,3,-25,26679,178
26679,3,-25,27180,178
27180,6,-100,27682,178
27682,4,0,27684,178
27684,7,-225,28186,178
28186,2,-100,28189,178
28189,2,-100,28191,178
28191,3,-25,28193,178
28193,1,-225,27695,178
27695,2,-100,27697,178
27697,5,-25,27699,178
27699,5,-25,28202,178
28202,3,-25,28204,178
28204,1,-225,27706,178
27706,4,0,27708,178
27708,4,0,27710,178
27710,1,-225,27211,178
27211,3,-25,27213,178
27213,4,0,27214,178
27214,5,-25,27216,178
27216,1,-225,26717,178
26717,7,-225,26718,178
26718,6,-100,27220,178
27220,7,-225,27221,178
27221,1,-225,26722,178
26722,7,-225,26724,178
26724,2,-100,26225,178
26225,1,-225,25725,178
25725,5,-25,25726,178
25726,7,-225,25726,178
25726,6,-100,25727,178
25727,6,-100,25728,178
25728,1,-225,25228,178
25228,4,0,25228,178
25228,5,-25,25228,178
25228,3,-25,24728,178
24728,3,-25,24228,178
24228,4,0,24227,178
24227,7,-225,24226,178
24226,6,-100,24226,178
24226,4,0,24225,178
24225,7,-225,24224,178
24224,7,-225,24224,178
24224,4,0,24223,178
24223,1,-225,23722,178
23722,3,-25,23221,178
23221,3,-25,22719,178
22719,6,-100,22718,178
22718,3,-25,22716,178
22716,5,-25,22715,178
22715,1,-225,22213,178
22213,6,-100,22711,178
22711,7,-225,22709,178
22709,2,-100,22208,178
22208,7,-225,22706,178
22706,3,-25,22704,178
22704,1,-225,22202,178
22202,3,-25,22200,178
22200,3,-25,22198,178
22198,7,-225,22196,178
22196,4,0,22195,178
22195,2,-100,22193,178
22193,1,-225,22191,178
22191,6,-100,22689,178
22689,4,0,22687,178
22687,1,-225,22686,178
22686,1,-225,22184,178
22184,2,-100,22182,178
22182,4,0,22680,178
22680,6,-100,23179,178
23179,6,-100,23678,178
23678,6,-100,24178,178
24178,7,-225,24678,178
24678,1,-225,24678,178
24678,1,-225,24678,178
24678,5,-25,25178,178
25178,1,-225,25178,178
25178,3,-25,25178,178
25178,2,-100,25179,178
25179,5,-25,25679,178
25679,2,-100,25680,178
25680,4,0,26181,178
26181,7,-225,26682,178
26682,1,-225,26683,178
26683,3,-25,26684,178
26684,7,-225,27186,178
27186,6,-100,27687,178
27687,1,-225,27689,178
27689,5,-25,27691,178
27691,7,-225,28194,178
28194,1,-225,28196,178
28196,4,0,28198,178
28198,4,0,28200,178
28200,5,-25,28203,178
28203,6,-100,28706,178
28706,2,-100,28708,178
28708,7,-225,28711,178
28711,7,-225,29214,178
29214,1,-225,28716,178
28716,7,-225,28719,178
28719,7,-225,28722,178
28722,2,-100,28224,178
28224,2,-100,27726,178
27726,4,0,27728,178
27728,6,-100,27730,178
27730,6,-100,27732,178
27732,7,-225,27734,178
27734,4,0,27736,178
27736,6,-100,27738,178
27738,1,-225,26739,178
26739,4,0,26740,178
26740,1,-225,25741,178
25741,6,-100,25741,178
25741,5,-25,25742,178
25742,6,-100,25742,178
25742,3,-25,24742,178
24742,7,-225,24742,178
24742,5,-25,24742,178
24742,2,-100,23741,178
23741,7,-225,23740,178
23740,3,-25,23239,178
23239,3,-25,22738,178
22738,4,0,22736,178
22736,5,-25,22234,178
22234,2,-100,21732,178
21732,1,-225,21229,178
21229,6,-100,21227,178
21227,1,-225,20723,178
20723,1,-225,20220,178
20220,6,-100,20217,178
20217,3,-25,20213,178
20213,4,0,19710,178
19710,3,-25,19706,178
19706,5,-25,19702,178
19702,2,-100,19699,178
19699,4,0,19695,178
19695,4,0,19691,178
19691,5,-25,20188,178
20188,3,-25,20184,178
20184,3,-25,20181,178
20181,6,-100,20678,178
20678,4,0,21175,178
21175,2,-100,21172,178
21172,1,-225,21169,178
21169,4,0,21167,178
21167,6,-100,22165,178
22165,3,-25,22163,178
22163,3,-25,22661,178
22661,4,0,23160,178
23160,7,-225,23659,178
23659,4,0,24159,178
24159,1,-225,24158,178
24158,3,-25,24658,178
24658,1,-225,24658,178
24658,5,-25,25658,178
25658,7,-225,26159,178
26159,4,0,26661,178
26661,6,-100,27662,178
27662,7,-225,28165,178
28165,4,0,28667,178
28667,6,-100,29171,178
29171,6,-100,30174,178
30174,7,-225,30678,178
30678,2,-100,30682,178
30682,3,-25,30686,178
30686,7,-225,31191,178
31191,6,-100,31696,178
31696,7,-225,32201,178
32201,5,-25,32206,178
32206,5,-25,32211,178
32211,2,-100,32216,178
32216,4,0,32221,178
32221,7,-225,32226,178
32226,2,-100,31731,178
31731,6,-100,31735,178
31735,7,-225,31740,178
31740,1,-225,30744,178
30744,6,-100,30748,178
30748,1,-225,30252,178
30252,2,-100,29255,178
29255,5,-25,28758,178
28758,3,-25,28260,178
28260,2,-100,27262,178
27262,1,-225,26763,178
26763,4,0,25764,178
25764,2,-100,25264,178
25264,4,0,24763,178
24763,4,0,23763,178
23763,4,0,23262,178
23262,4,0,22760,178
22760,3,-25,22258,178
22258,7,-225,21756,178
21756,6,-100,21753,178
21753,7,-225,21251,178
21251,2,-100,20748,178
20748,2,-100,19744,178
19744,4,0,19740,178
19740,3,-25,19236,178
19236,3,-25,18732,178
18732,6,-100,18727,178
18727,3,-25,18222,178
18222,1,-225,17717,178
17717,6,-100,17712,178
17712,4,0,17707,178
17707,4,0,17702,178
17702,1,-225,17197,178
17197,6,-100,17692,178
17692,6,-100,18187,178
18187,6,-100,18683,178
18683,1,-225,18678,178
18678,3,-25,18674,178
18674,1,-225,18670,178
18670,4,0,19166,178
19166,7,-225,19662,178
19662,5,-25,20659,178
20659,7,-225,21156,178
21156,1,-225,21654,178
21654,3,-25,21652,178
21652,6,-100,22650,178
22650,6,-100,23649,178
23649,4,0,24148,178
24148,6,-100,24648,178
24648,5,-25,25649,178
25649,6,-100,26650,178
26650,2,-100,26651,178
26651,6,-100,27653,178
27653,6,-100,28156,178
28156,3,-25,28658,178
28658,6,-100,29662,178
29662,7,-225,30165,178
30165,7,-225,31170,178
31170,3,-25,31174,178
31174,2,-100,31178,178
31178,7,-225,31683,178
31683,1,-225,31688,178
31688,6,-100,32193,178
32193,7,-225,32699,178
32699,4,0,32704,178
32704,5,-25,32710,178
32710,3,-25,32715,178
32715,1,-225,32220,178
32220,1,-225,31725,178
31725,1,-225,31230,178
31230,6,-100,31234,178
31234,5,-25,31239,178
31239,4,0,30743,178
30743,6,-100,30747,178
30747,7,-225,30751,178
30751,5,-25,30254,178
30254,6,-100,30258,178
30258,6,-100,29762,178
29762,6,-100,29765,178
29765,1,-225,28768,178
28768,2,-100,27770,178
27770,7,-225,27771,178
27771,3,-25,26773,178
26773,7,-225,26274,178
26274,1,-225,25274,178
25274,7,-225,25274,178
25274,1,-225,24273,178
24273,2,-100,23272,178
23272,2,-100,22270,178
22270,2,-100,21267,178
21267,5,-25,20764,178
20764,4,0,20261,178
20261,7,-225,19758,178
19758,1,-225,19253,178
19253,3,-25,18249,178
18249,2,-100,17744,178
17744,7,-225,17738,178
17738,1,-225,16733,178
16733,4,0,16727,178
16727,4,0,16221,178
16221,5,-25,16215,178
16215,3,-25,16209,178
16209,2,-100,15702,178
15702,5,-25,16196,178
